,,,,County,,,CTY_SUB,CTY_SUBA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2020,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,D15AA1970,D15AA1980,D15AA1990,D15AA2000,D15AA2010,D15AA2020,D15AB1970,D15AB1980,D15AB1990,D15AB2000,D15AB2010,D15AB2020
,Kansas,20,200,Butler County,15,150,Bruno township,8825,Bruno Township,BRUNO TOWNSHIP,Bruno township,Bruno township,Bruno township,Bruno township,3677,5394,7143,9744,14123,16821,0,2801,4047,7389,11492,14312,3677,2593,3096,2355,2631,2509
,Kansas,20,200,Butler County,15,150,Chelsea township,12750,Chelsea Township,CHELSEA TOWNSHIP,Chelsea township,Chelsea township,Chelsea township,Chelsea township,225,99,144,190,267,273,0,0,0,0,0,0,225,99,144,190,267,273
,Kansas,20,200,Butler County,15,150,Clay township,13575,Clay Township,CLAY TOWNSHIP,Clay township,Clay township,Clay township,Clay township,93,112,83,83,70,94,0,0,0,0,0,0,93,112,83,83,70,94
,Kansas,20,200,Butler County,15,150,Clifford township,14175,Clifford Township,CLIFFORD TOWNSHIP,Clifford township,Clifford township,Clifford township,Clifford township,277,260,255,259,276,253,0,0,0,0,0,0,277,260,255,259,276,253
,Kansas,20,200,Butler County,15,150,Douglass township,18425,Douglass Township,DOUGLASS TOWNSHIP,Douglass township,Douglass township,Douglass township,Douglass township,1413,1834,2116,2306,2171,2019,0,0,0,0,0,0,1413,1834,2116,2306,2171,2019
,Kansas,20,200,Butler County,15,150,El Dorado city,20075,El Dorado City,EL DORADO CITY,El Dorado city,El Dorado city,El Dorado city,El Dorado city,12308,10510,11504,12057,13021,12870,12308,10510,11504,11998,12941,12708,0,0,0,59,80,162
,Kansas,20,200,Butler County,15,150,El Dorado township,20100,El Dorado Township,EL DORADO TOWNSHIP,El Dorado township,El Dorado township,El Dorado township,El Dorado township,1268,2456,1347,1700,1039,874,0,0,0,561,204,66,1268,2456,1347,1139,835,808
,Kansas,20,200,Butler County,15,150,Fairmount township,22275,Fairmount Township,FAIRMOUNT TOWNSHIP,Fairmount township,Fairmount township,Fairmount township,Fairmount township,385,464,422,511,489,474,0,0,0,0,0,0,385,464,422,511,489,474
,Kansas,20,200,Butler County,15,150,Fairview township,22450,Fairview Township,FAIRVIEW TOWNSHIP,Fairview township,Fairview township,Fairview township,Fairview township,269,384,437,491,519,470,0,0,0,0,0,0,269,384,437,491,519,470
,Kansas,20,200,Butler County,15,150,Glencoe township,26400,Glencoe Township,GLENCOE TOWNSHIP,Glencoe township,Glencoe township,Glencoe township,Glencoe township,248,254,230,239,202,180,0,0,0,0,0,0,248,254,230,239,202,180
,Kansas,20,200,Butler County,15,150,Hickory township,31750,Hickory Township,HICKORY TOWNSHIP,Hickory township,Hickory township,Hickory township,Hickory township,137,101,85,90,74,96,0,0,0,0,0,0,137,101,85,90,74,96
,Kansas,20,200,Butler County,15,150,Lincoln township,40500,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,261,273,275,317,310,288,0,0,0,0,0,0,261,273,275,317,310,288
,Kansas,20,200,Butler County,15,150,Little Walnut township,41625,Little Walnut Township,LITTLE WALNUT TOWNSHIP,Little Walnut township,Little Walnut township,Little Walnut township,Little Walnut township,650,880,968,1002,1044,939,0,0,0,0,0,0,650,880,968,1002,1044,939
,Kansas,20,200,Butler County,15,150,Logan township,41775,Logan Township,LOGAN TOWNSHIP,Logan township,Logan township,Logan township,Logan township,119,96,144,154,122,120,0,0,0,0,0,0,119,96,144,154,122,120
,Kansas,20,200,Butler County,15,150,Milton township,46875,Milton Township,MILTON TOWNSHIP,Milton township,Milton township,Milton township,Milton township,884,1093,1100,1136,1153,1040,0,0,0,0,0,0,884,1093,1100,1136,1153,1040
,Kansas,20,200,Butler County,15,150,Murdock township,49225,Murdock Township,MURDOCK TOWNSHIP,Murdock township,Murdock township,Murdock township,Murdock township,234,276,376,378,402,459,0,0,0,0,0,0,234,276,376,378,402,459
,Kansas,20,200,Butler County,15,150,Pleasant township,56200,Pleasant Township,PLEASANT TOWNSHIP,Pleasant township,Pleasant township,Pleasant township,Pleasant township,1307,2938,4058,4649,5122,5342,0,0,0,2084,2208,0,1307,2938,4058,2565,2914,5342
,Kansas,20,200,Butler County,15,150,Plum Grove township,56850,Plum Grove Township,PLUM GROVE TOWNSHIP,Plum Grove township,Plum Grove township,Plum Grove township,Plum Grove township,692,763,645,661,660,591,0,0,0,0,0,0,692,763,645,661,660,591
,Kansas,20,200,Butler County,15,150,Prospect township,57775,Prospect Township,PROSPECT TOWNSHIP,Prospect township,Prospect township,Prospect township,Prospect township,867,986,1117,2033,2429,2262,0,0,0,1230,1579,0,867,986,1117,803,850,2262
,Kansas,20,200,Butler County,15,150,Richland township,59250,Richland Township,RICHLAND TOWNSHIP,Richland township,Richland township,Richland township,Richland township,833,963,1540,2399,2568,2562,0,0,0,1329,1442,0,833,963,1540,1070,1126,2562
,Kansas,20,200,Butler County,15,150,Rock Creek township,60475,Rock Creek Township,ROCK CREEK TOWNSHIP,Rock Creek township,Rock Creek township,Rock Creek township,Rock Creek township,218,228,272,299,325,269,0,0,0,0,0,0,218,228,272,299,325,269
,Kansas,20,200,Butler County,15,150,Rosalia township,61125,Rosalia Township,ROSALIA TOWNSHIP,Rosalia township,Rosalia township,Rosalia township,Rosalia township,422,525,545,589,631,554,0,0,0,0,0,0,422,525,545,589,631,554
,Kansas,20,200,Butler County,15,150,Spring township,67275,Spring Township,SPRING TOWNSHIP,Spring township,Spring township,Spring township,Spring township,922,1055,1374,1566,1487,1432,0,0,0,0,0,0,922,1055,1374,1566,1487,1432
,Kansas,20,200,Butler County,15,150,Sycamore township,69700,Sycamore Township,SYCAMORE TOWNSHIP,Sycamore township,Sycamore township,Sycamore township,Sycamore township,342,330,351,333,343,315,0,0,0,0,0,0,342,330,351,333,343,315
,Kansas,20,200,Butler County,15,150,Towanda township,71150,Towanda Township,TOWANDA TOWNSHIP,Towanda township,Towanda township,Towanda township,Towanda township,1669,2040,2160,2727,2668,2651,0,0,0,0,0,0,1669,2040,2160,2727,2668,2651
,Kansas,20,200,Butler County,15,150,Union township,72050,Union Township,UNION TOWNSHIP,Union township,Union township,Union township,Union township,220,205,210,226,184,133,0,0,0,0,0,0,220,205,210,226,184,133
,Kansas,20,200,Butler County,15,150,Walnut township,74900,Walnut Township,WALNUT TOWNSHIP,Walnut township,Walnut township,Walnut township,Walnut township,353,501,593,760,723,676,0,0,0,0,0,0,353,501,593,760,723,676
,Kansas,20,200,Chase County,17,170,Bazaar township,4700,Bazaar Township,BAZAAR TOWNSHIP,Bazaar township,Bazaar township,Bazaar township,Bazaar township,137,95,93,81,93,111,0,0,0,0,0,0,137,95,93,81,93,111
,Kansas,20,200,Chase County,17,170,Cedar township,11225,Cedar Township,CEDAR TOWNSHIP,Cedar township,Cedar township,Cedar township,Cedar township,158,167,113,116,93,59,0,0,0,0,0,0,158,167,113,116,93,59
,Kansas,20,200,Chase County,17,170,Cottonwood township,15875,Cottonwood Township,COTTONWOOD TOWNSHIP,Cottonwood township,Cottonwood township,Cottonwood township,Cottonwood township,251,235,200,184,139,159,0,0,0,0,0,0,251,235,200,184,139,159
,Kansas,20,200,Chase County,17,170,Diamond Creek township,17975,Diamond Creek Township,DIAMOND CREEK TOWNSHIP,Diamond Creek township,Diamond Creek township,Diamond Creek township,Diamond Creek township,314,311,277,237,241,225,0,0,0,0,0,0,314,311,277,237,241,225
,Kansas,20,200,Chase County,17,170,Falls township,22850,Falls Township,FALLS TOWNSHIP,Falls township,Falls township,Falls township,Falls township,1213,1125,1081,1163,1126,1053,0,0,0,0,0,0,1213,1125,1081,1163,1126,1053
,Kansas,20,200,Chase County,17,170,Homestead township,32950,Homestead Township,HOMESTEAD TOWNSHIP,Homestead township,Homestead township,Homestead township,Homestead township,117,108,65,52,45,40,0,0,0,0,0,0,117,108,65,52,45,40
,Kansas,20,200,Chase County,17,170,Matfield township,45125,Matfield Township,MATFIELD TOWNSHIP,Matfield township,Matfield township,Matfield township,Matfield township,226,175,143,155,119,126,0,0,0,0,0,0,226,175,143,155,119,126
,Kansas,20,200,Chase County,17,170,Strong township,68600,Strong Township,STRONG TOWNSHIP,Strong township,Strong township,Strong township,Strong township,680,797,774,740,634,507,0,0,0,0,0,0,680,797,774,740,634,507
,Kansas,20,200,Chase County,17,170,Toledo township,70775,Toledo Township,TOLEDO TOWNSHIP,Toledo township,Toledo township,Toledo township,Toledo township,312,296,275,302,300,292,0,0,0,0,0,0,312,296,275,302,300,292
,Kansas,20,200,Chautauqua County,19,190,Belleville township,5575,Belleville Township,BELLEVILLE TOWNSHIP,Belleville township,Belleville township,Belleville township,Belleville township,718,810,689,675,569,458,0,0,0,0,0,0,718,810,689,675,569,458
,Kansas,20,200,Chautauqua County,19,190,Caneyville township,10425,Caneyville Township,CANEYVILLE TOWNSHIP,Caneyville township,Caneyville township,Caneyville township,Caneyville township,89,88,80,88,76,89,0,0,0,0,0,0,89,88,80,88,76,89
,Kansas,20,200,Chautauqua County,19,190,Center township,11575,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,132,105,104,75,63,81,0,0,0,0,0,0,132,105,104,75,63,81
,Kansas,20,200,Chautauqua County,19,190,Harrison township,30275,Harrison Township,HARRISON TOWNSHIP,Harrison township,Harrison township,Harrison township,Harrison township,152,158,124,114,71,70,0,0,0,0,0,0,152,158,124,114,71,70
,Kansas,20,200,Chautauqua County,19,190,Hendricks township,31300,Hendricks Township,HENDRICKS TOWNSHIP,Hendricks township,Hendricks township,Hendricks township,Hendricks township,193,241,179,179,143,108,0,0,0,0,0,0,193,241,179,179,143,108
,Kansas,20,200,Chautauqua County,19,190,Jefferson township,35125,Jefferson Township,JEFFERSON TOWNSHIP,Jefferson township,Jefferson township,Jefferson township,Jefferson township,816,955,875,834,686,568,0,0,0,0,0,0,816,955,875,834,686,568
,Kansas,20,200,Chautauqua County,19,190,Lafayette township,37650,Lafayette Township,LAFAYETTE TOWNSHIP,Lafayette township,Lafayette township,Lafayette township,Lafayette township,65,86,72,65,29,27,0,0,0,0,0,0,65,86,72,65,29,27
,Kansas,20,200,Chautauqua County,19,190,Little Caney township,41525,Little Caney Township,LITTLE CANEY TOWNSHIP,Little Caney township,Little Caney township,Little Caney township,Little Caney township,250,298,265,353,329,330,0,0,0,0,0,0,250,298,265,353,329,330
,Kansas,20,200,Chautauqua County,19,190,Salt Creek township,62775,Salt Creek Township,SALT CREEK TOWNSHIP,Salt Creek township,Salt Creek township,Salt Creek township,Salt Creek township,132,139,109,123,105,118,0,0,0,0,0,0,132,139,109,123,105,118
,Kansas,20,200,Chautauqua County,19,190,Sedan township,63775,Sedan Township,SEDAN TOWNSHIP,Sedan township,Sedan township,Sedan township,Sedan township,1859,1878,1676,1660,1435,1367,0,0,0,0,0,0,1859,1878,1676,1660,1435,1367
,Kansas,20,200,Chautauqua County,19,190,Summit township,69025,Summit Township,SUMMIT TOWNSHIP,Summit township,Summit township,Summit township,Summit township,122,126,107,106,78,92,0,0,0,0,0,0,122,126,107,106,78,92
,Kansas,20,200,Chautauqua County,19,190,Washington township,75550,Washington Township,WASHINGTON TOWNSHIP,Washington township,Washington township,Washington township,Washington township,114,132,127,87,85,71,0,0,0,0,0,0,114,132,127,87,85,71
,Kansas,20,200,Cherokee County,21,210,Baxter Springs city,4625,Baxter Springs City,BAXTER SPRINGS CITY,Baxter Springs city,Baxter Springs city,Baxter Springs city,Baxter Springs city,4489,4773,4351,4602,4238,3888,4489,4773,4351,4561,4171,0,0,0,0,41,67,3888
,Kansas,20,200,Cherokee County,21,210,Cherokee township,12800,Cherokee Township,CHEROKEE TOWNSHIP,Cherokee township,Cherokee township,Cherokee township,Cherokee township,357,374,342,336,331,320,0,0,0,0,0,0,357,374,342,336,331,320
,Kansas,20,200,Cherokee County,21,210,Columbus city,15075,Columbus City,COLUMBUS CITY,Columbus city,Columbus city,Columbus city,Columbus city,3356,3426,3268,3396,3312,2929,3356,3426,3268,3319,3210,0,0,0,0,77,102,2929
,Kansas,20,200,Cherokee County,21,210,Crawford township,16225,Crawford Township,CRAWFORD TOWNSHIP,Crawford township,Crawford township,Crawford township,Crawford township,498,559,550,646,636,579,0,0,0,0,0,0,498,559,550,646,636,579
,Kansas,20,200,Cherokee County,21,210,Galena city,25100,Galena City,GALENA CITY,Galena city,Galena city,Galena city,Galena city,3712,3587,3308,3287,3085,2761,3712,3587,3308,2757,2504,0,0,0,0,530,581,2761
,Kansas,20,200,Cherokee County,21,210,Garden township,25250,Garden Township,GARDEN TOWNSHIP,Garden township,Garden township,Garden township,Garden township,1973,2470,2703,3039,3045,2731,0,0,0,214,1028,0,1973,2470,2703,2825,2017,2731
,Kansas,20,200,Cherokee County,21,210,Lola township,42350,Lola Township,LOLA TOWNSHIP,Lola township,Lola township,Lola township,Lola township,422,390,357,382,344,288,0,0,0,0,0,0,422,390,357,382,344,288
,Kansas,20,200,Cherokee County,21,210,Lowell township,43075,Lowell Township,LOWELL TOWNSHIP,Lowell township,Lowell township,Lowell township,Lowell township,379,547,564,672,675,663,0,0,0,0,0,0,379,547,564,672,675,663
,Kansas,20,200,Cherokee County,21,210,Lyon township,43400,Lyon Township,LYON TOWNSHIP,Lyon township,Lyon township,Lyon township,Lyon township,622,669,527,528,562,328,0,0,0,0,0,0,622,669,527,528,562,328
,Kansas,20,200,Cherokee County,21,210,Mineral township,47000,Mineral Township,MINERAL TOWNSHIP,Mineral township,Mineral township,Mineral township,Mineral township,318,291,239,254,216,203,0,0,0,0,0,0,318,291,239,254,216,203
,Kansas,20,200,Cherokee County,21,210,Neosho township,49725,Neosho Township,NEOSHO TOWNSHIP,Neosho township,Neosho township,Neosho township,Neosho township,340,349,281,306,279,225,0,0,0,0,0,0,340,349,281,306,279,225
,Kansas,20,200,Cherokee County,21,210,Oswego city,53450,,,,,,Oswego city,,,,,,0,,,,,,0,,,,,,0
,Kansas,20,200,Cherokee County,21,210,Pleasant View township,56675,Pleasant View Township,PLEASANT VIEW TOWNSHIP,Pleasant View township,Pleasant View township,Pleasant View township,Pleasant View township,546,576,508,658,627,585,0,0,0,0,0,0,546,576,508,658,627,585
,Kansas,20,200,Cherokee County,21,210,Ross township,61350,Ross Township,ROSS TOWNSHIP,Ross township,Ross township,Ross township,Ross township,997,921,847,893,782,650,0,0,0,0,0,0,997,921,847,893,782,650
,Kansas,20,200,Cherokee County,21,210,Salamanca township,62575,Salamanca Township,SALAMANCA TOWNSHIP,Salamanca township,Salamanca township,Salamanca township,Salamanca township,597,559,575,569,505,493,0,0,0,111,62,0,597,559,575,458,443,493
,Kansas,20,200,Cherokee County,21,210,Scammon city,63325,Scammon City,SCAMMON CITY,Scammon city,Scammon city,Scammon city,Scammon city,457,501,466,496,482,376,0,0,0,0,0,0,457,501,466,496,482,376
,Kansas,20,200,Cherokee County,21,210,Shawnee township,64475,Shawnee Township,SHAWNEE TOWNSHIP,Shawnee township,Shawnee township,Shawnee township,Shawnee township,456,480,478,505,461,545,0,0,0,0,0,0,456,480,478,505,461,545
,Kansas,20,200,Cherokee County,21,210,Sheridan township,64625,Sheridan Township,SHERIDAN TOWNSHIP,Sheridan township,Sheridan township,Sheridan township,Sheridan township,334,302,246,249,231,201,0,0,0,0,0,0,334,302,246,249,231,201
,Kansas,20,200,Cherokee County,21,210,Spring Valley township,67725,Spring Valley Township,SPRING VALLEY TOWNSHIP,Spring Valley township,Spring Valley township,Spring Valley township,Spring Valley township,956,825,1034,1007,1106,1028,0,0,0,39,29,0,956,825,1034,968,1077,1028
,Kansas,20,200,Cherokee County,21,210,Weir city,76350,Weir City,WEIR CITY,Weir city,Weir city,Weir city,Weir city,740,705,730,780,686,569,0,0,0,0,0,0,740,705,730,780,686,569
,Kansas,20,200,Cheyenne County,23,230,Alexander Township,5,Alexander Township,,,,,,121,,,,,,0,,,,,,121,,,,,
,Kansas,20,200,Cheyenne County,23,230,Beaver Township,10,Beaver Township,,,,,,105,,,,,,0,,,,,,105,,,,,
,Kansas,20,200,Cheyenne County,23,230,Benkelman township,6025,Benkelman Township,BENKELMAN TOWNSHIP,Benkelman township,Benkelman township,Benkelman township,Benkelman township,72,77,55,57,28,42,0,0,0,0,0,0,72,77,55,57,28,42
,Kansas,20,200,Cheyenne County,23,230,Bird City township,6850,Bird City Township,BIRD CITY TOWNSHIP,Bird City township,Bird City township,Bird City township,Bird City township,747,947,794,771,687,655,0,0,0,0,0,0,747,947,794,771,687,655
,Kansas,20,200,Cheyenne County,23,230,Calhoun township,9950,Calhoun Township,CALHOUN TOWNSHIP,Calhoun township,Calhoun township,Calhoun township,Calhoun township,120,88,61,57,36,41,0,0,0,0,0,0,120,88,61,57,36,41
,Kansas,20,200,Cheyenne County,23,230,Cherry Creek township,12900,Cherry Creek Township,CHERRY CREEK TOWNSHIP,Cherry Creek township,,,,130,114,117,,,,0,0,0,,,,130,114,117,,,
,Kansas,20,200,Cheyenne County,23,230,Cleveland Run township,14150,Cleveland Run Township,CLEVELAND RUN TOWNSHIP,Cleveland Run township,Cleveland Run township,Cleveland Run township,Cleveland Run township,103,82,80,67,54,68,0,0,0,0,0,0,103,82,80,67,54,68
,Kansas,20,200,Cheyenne County,23,230,Dent Township,40,Dent Township,,,,,,124,,,,,,0,,,,,,124,,,,,
,Kansas,20,200,Cheyenne County,23,230,Eureka Township,45,Eureka Township,,,,,,114,,,,,,0,,,,,,114,,,,,
,Kansas,20,200,Cheyenne County,23,230,Evergreen Township,50,Evergreen Township,,,,,,40,,,,,,0,,,,,,40,,,,,
,Kansas,20,200,Cheyenne County,23,230,Jaqua township,35025,Jaqua Township,JAQUA TOWNSHIP,Jaqua township,Jaqua township,Jaqua township,Jaqua township,88,75,60,46,33,35,0,0,0,0,0,0,88,75,60,46,33,35
,Kansas,20,200,Cheyenne County,23,230,Jefferson Township,60,Jefferson Township,,,,,,62,,,,,,0,,,,,,62,,,,,
,Kansas,20,200,Cheyenne County,23,230,Lawn Ridge Township,65,Lawn Ridge Township,,,,,,118,,,,,,0,,,,,,118,,,,,
,Kansas,20,200,Cheyenne County,23,230,Nutty Combe Township,70,Nutty Combe Township,,,,,,63,,,,,,0,,,,,,63,,,,,
,Kansas,20,200,Cheyenne County,23,230,Orlando township,53050,Orlando Township,ORLANDO TOWNSHIP,Orlando township,Orlando township,Orlando township,Orlando township,105,91,66,63,49,44,0,0,0,0,0,0,105,91,66,63,49,44
,Kansas,20,200,Cheyenne County,23,230,Porter Township,80,Porter Township,,,,,,145,,,,,,0,,,,,,145,,,,,
,Kansas,20,200,Cheyenne County,23,230,Wano township,75375,Wano Township,WANO TOWNSHIP,Wano township,Wano township,Wano township,Wano township,1999,2204,2010,2104,1839,1731,0,0,0,0,0,0,1999,2204,2010,2104,1839,1731
,Kansas,20,200,Clark County,25,250,Appleton township,2100,Appleton Township,APPLETON TOWNSHIP,Appleton township,Appleton township,Appleton township,Appleton township,822,908,875,921,940,912,0,0,0,0,0,0,822,908,875,921,940,912
,Kansas,20,200,Clark County,25,250,Brown Township,10,Brown Township,,,,,,80,,,,,,0,,,,,,80,,,,,
,Kansas,20,200,Clark County,25,250,Center township,11600,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,1451,1238,1146,1097,974,867,0,0,0,0,0,0,1451,1238,1146,1097,974,867
,Kansas,20,200,Clark County,25,250,Englewood township,21375,Englewood Township,ENGLEWOOD TOWNSHIP,Englewood township,Englewood township,Englewood township,Englewood township,195,197,148,171,125,110,0,0,0,0,0,0,195,197,148,171,125,110
,Kansas,20,200,Clark County,25,250,Lexington township,39775,Lexington Township,LEXINGTON TOWNSHIP,Lexington township,Lexington township,Lexington township,Lexington township,74,84,63,83,78,38,0,0,0,0,0,0,74,84,63,83,78,38
,Kansas,20,200,Clark County,25,250,Liberty township,39900,Liberty Township,LIBERTY TOWNSHIP,Liberty township,Liberty township,Liberty township,Liberty township,40,42,61,32,35,13,0,0,0,0,0,0,40,42,61,32,35,13
,Kansas,20,200,Clark County,25,250,Sitka township,65725,Sitka Township,SITKA TOWNSHIP,Sitka township,Sitka township,Sitka township,Sitka township,161,130,125,86,63,51,0,0,0,0,0,0,161,130,125,86,63,51
,Kansas,20,200,Clark County,25,250,Vesta Township,50,Vesta Township,,,,,,73,,,,,,0,,,,,,73,,,,,
,Kansas,20,200,Clay County,27,270,Athelstane township,2950,Athelstane Township,ATHELSTANE TOWNSHIP,Athelstane township,Athelstane township,Athelstane township,Athelstane township,208,194,158,144,119,106,0,0,0,0,0,0,208,194,158,144,119,106
,Kansas,20,200,Clay County,27,270,Blaine township,7050,Blaine Township,BLAINE TOWNSHIP,Blaine township,Blaine township,Blaine township,Blaine township,249,293,298,259,239,214,0,0,0,0,0,0,249,293,298,259,239,214
